Catégorie,Définition Catégorie,Sous-Catégorie,Compte,Définition Sous-Catégorie
Frais variables,"Les frais variables sont des coûts qui changent en fonction de la quantité de biens ou de services produits ou vendus. Plus on produit ou vend, plus ces coûts augmentent.

1. Le coût des matières premières pour fabriquer des vêtements, qui augmente avec le nombre de vêtements produits. 
2. Les frais de livraison qui varient selon le nombre de colis expédiés. 
3. Les commissions versées aux vendeurs qui dépendent du volume des ventes réalisées. 
4. Les frais de publicité pour une campagne qui augmentent si plus de produits sont mis en avant. 
5. Le coût de l'énergie utilisé dans une usine qui augmente avec le niveau de production. 
6. Les frais de maintenance d'une machine qui sont plus élevés si elle fonctionne plus souvent. 
7. Les salaires des travailleurs temporaires engagés pour des périodes de forte production. 
8. Les frais de stockage qui augmentent si plus de produits sont stockés. 
9. Les fournitures de bureau utilisées par les employés, qui varient avec le nombre d'employés et leurs activités. 
10. Les coûts d'emballage qui augmentent avec le volume des produits vendus. 
11. Les frais de transport qui dépendent du nombre de produits à livrer. 
12. Les coûts liés aux services de nettoyage qui augmentent avec l'achalandage d'un magasin. 
13. Les frais de service client qui varient en fonction du nombre d'appels ou de demandes traitées. 
14. Les coûts de location d'équipement qui peuvent être plus élevés lors de périodes de forte utilisation. 
15. Les primes de performance qui dépendent des objectifs de vente atteints.",Sous-traitance,4200,Ce compte enregistre les coûts des services de sous-traitance utilisés pour la production.
Frais variables,"Les frais variables sont des coûts qui changent selon la quantité de biens ou de services produits ou vendus. Plus on produit ou vend, plus ces frais augmentent.

1. Les matières premières nécessaires à la fabrication d'un produit. 2. Les commissions payées aux vendeurs en fonction des ventes réalisées. 3. Les frais de livraison qui augmentent avec le nombre de colis expédiés. 4. Les coûts d'électricité qui varient en fonction de l'utilisation des machines. 5. Les salaires des employés horaires qui dépendent des heures travaillées. 6. Les frais de maintenance des équipements qui changent selon l'intensité de leur utilisation. 7. Les coûts de publicité qui augmentent en période de promotions. 8. Les frais de stockage qui varient avec le volume de stock. 9. Les coûts d'emballage qui dépendent du nombre de produits à expédier. 10. Les redevances sur les ventes pour les produits sous licence. 11. Les coûts de transport qui augmentent avec le nombre de livraisons. 12. Les frais de services publics qui varient avec la production. 13. Les coûts de sous-traitance qui changent selon le volume de production. 14. Les frais de nettoyage qui augmentent avec le nombre d'employés ou de clients. 15. Les coûts de retour des produits qui augmentent avec le nombre de retours.",Emballage à la production,4300,Ce compte enregistre les coûts d’emballage liés à la production de biens.
Frais variables,"Les frais variables sont des coûts qui changent en fonction du niveau de production ou des ventes d'une entreprise.

1. Coût des matières premières utilisées pour fabriquer un produit.
2. Salaires des ouvriers payés à la pièce.
3. Frais de transport qui augmentent avec le volume des expéditions.
4. Coût des emballages pour les produits vendus.
5. Commissions versées aux vendeurs basées sur le montant des ventes.
6. Électricité utilisée pour faire fonctionner les machines de production.
7. Coût des fournitures de bureau qui augmente avec le nombre de clients.
8. Frais de publicité qui varient selon le nombre de produits lancés.
9. Coût de maintenance des équipements proportionnel à leur utilisation.
10. Frais de stockage qui augmentent avec le nombre de produits à entreposer.
11. Coût des services de nettoyage basés sur l'activité d'un site.
12. Frais de location d'outils ou d'équipement selon le volume de production.
13. Coûts liés aux retours de produits, qui augmentent avec le nombre de ventes.
14. Coût des produits périssables qui varient selon la quantité vendue.
15. Frais de formation des employés liés à l'augmentation de la production.",Main-d’œuvre directe,4400,Ce compte enregistre les salaires des employés directement impliqués dans la production.
Frais variables,"Les frais variables sont des coûts qui changent selon le niveau de production ou de vente d'une entreprise.

1. Les matières premières utilisées pour fabriquer un produit. 2. Les commissions versées aux vendeurs basées sur les ventes réalisées. 3. Les frais de transport qui dépendent du nombre de marchandises expédiées. 4. Les coûts de l'énergie pour faire fonctionner des machines en fonction de leur utilisation. 5. Les emballages qui varient selon la quantité de produits expédiés. 6. Les coûts de maintenance des équipements qui augmentent avec l'utilisation. 7. Les frais de publicité qui changent selon le volume de vente. 8. Les salaires des ouvriers payés à l'heure, selon le nombre d'heures travaillées. 9. Les coûts de stockage qui dépendent du volume de produits en stock. 10. Les frais de service client liés au nombre d'appels ou de réclamations. 11. Les coûts de distribution qui augmentent avec le nombre de livraisons. 12. Les frais de nettoyage qui varient selon l'affluence dans un magasin. 13. Les commissions sur les ventes d'un site e-commerce. 14. Les coûts de location d'équipement qui dépendent de la durée de location. 15. Les frais de formation pour le personnel en fonction de leur nombre.",Avantages sociaux,4500,Ce compte enregistre les avantages sociaux versés aux employés de production.
Frais variables,"Les frais variables sont les coûts liés à la production et à la vente d'un produit qui changent selon le volume d'activité. Plus vous produisez ou vendez, plus ces frais augmentent ou diminuent.

1. Coût des matières premières pour fabriquer un produit, qui augmente avec la quantité produite. 2. Frais de livraison qui varient selon le nombre de commandes passées. 3. Salaires des employés payés à l'heure, augmentant avec le nombre d'heures travaillées. 4. Coût de l'énergie utilisé pour la production, qui dépend du niveau de production. 5. Commissions des ventes qui augmentent avec le nombre de ventes réalisées. 6. Coûts d'emballage qui varient en fonction du nombre d'articles expédiés. 7. Coût des services publics, comme l'eau et l'électricité, qui augmente avec l'activité. 8. Frais de marketing, comme les publicités payées par clic, qui varient selon le volume de publicité. 9. Coût des pièces de rechange pour les machines, qui dépend de l'utilisation de celles-ci. 10. Frais de maintenance qui augmentent avec le niveau d'exploitation des équipements. 11. Coût des retours de produits, qui dépend du volume de ventes. 12. Frais de stockage qui varient selon le niveau de stock nécessaire. 13. Coût des services de transport selon la distance et le volume de marchandises. 14. Coût de l'embauche temporaire pour des périodes de forte activité. 15. Frais de nettoyage qui augmentent avec le nombre de clients dans un restaurant.",Droits d’auteurs,4600,Ce compte enregistre les coûts liés aux droits d’auteur pour l’utilisation de contenu protégé.
Frais variables,"Les frais variables sont des coûts qui changent en fonction de la quantité produite ou vendue. Plus vous produisez ou vendez, plus ces frais augmentent.

1. Coût des matières premières pour fabriquer des meubles : plus vous fabriquez de meubles, plus vous achetez de bois et de tissu.
2. Frais de livraison : si vous vendez 10 colis, vous payez pour 10 livraisons ; si vous en vendez 100, vous payez pour 100 livraisons.
3. Salaires des ouvriers à la pièce : les travailleurs sont payés en fonction du nombre d'articles qu'ils fabriquent.
4. Énergie utilisée dans une usine : plus la production est élevée, plus la consommation d'électricité est importante.
5. Coût des emballages : si vous vendez plus de produits, vous aurez besoin de plus de cartons et de plastiques.
6. Commission des vendeurs : ils touchent un pourcentage des ventes, donc plus ils vendent, plus leur commission augmente.
7. Frais de publicité : si une campagne est plus efficace, vous pourriez décider d'augmenter votre budget publicitaire en fonction des ventes.
8. Coût de maintenance des équipements : plus l'équipement est utilisé, plus il nécessite d'entretien.
9. Coût de stockage : si vous avez plus de produits à stocker, les frais d'entrepôt augmenteront.
10. Frais de service client : plus vous avez de clients, plus vous avez besoin de personnel pour répondre à leurs demandes.
11. Coût des retours : si vous vendez plus, le nombre de retours peut également augmenter, entraînant des frais supplémentaires.
12. Coût des licences de logiciel : certaines licences sont calculées en fonction du nombre d'utilisateurs, donc plus d'utilisateurs signifient plus de frais.
13. Coût des fournitures de bureau : si vous avez plus d'employés, vous aurez besoin de plus de papeterie et de matériel.
14. Coût des promotions : si vous lancez des promotions pour stimuler les ventes, cela peut entraîner des frais supplémentaires qui varient selon le volume des ventes.
15. Coût des services externes : si vous externalisez des tâches en fonction de la charge de travail, ces coûts varieront selon la demande.",Achats de produits non fabriqués,4700,Ce compte enregistre l’achat de produits finis destinés à la revente sans transformation.
Frais variables,"Les frais variables sont des coûts qui changent selon le niveau d'activité d'une entreprise. Plus l'entreprise produit ou vend, plus ces frais augmentent ou diminuent.

1. Coût des matières premières pour un fabricant de meubles : plus il produit de meubles, plus il doit acheter de bois et de tissu.
2. Commissions de vente : un vendeur reçoit une commission plus élevée s'il vend plus de produits.
3. Énergie utilisée dans une usine : plus l'usine fonctionne, plus la facture d'électricité est élevée.
4. Frais de livraison : le coût de l'expédition augmente avec le nombre de colis envoyés.
5. Salaires des travailleurs temporaires : si une entreprise augmente sa production, elle peut embaucher plus de travailleurs temporaires.
6. Coût des emballages : une entreprise qui vend plus de produits a besoin de plus d'emballages.
7. Fournitures de bureau : une entreprise qui envoie plus de courriers peut avoir besoin de plus de papier et d'enveloppes.
8. Coût de maintenance d'équipements : si une machine est utilisée plus souvent, elle peut nécessiter plus de maintenance.
9. Coût des services de nettoyage : plus de clients dans un restaurant peuvent nécessiter plus de nettoyage.
10. Frais de publicité liés aux promotions : une campagne de publicité peut coûter plus cher si elle est destinée à un événement avec plus de participants.
11. Dépenses liées à l'entretien des véhicules de livraison : plus de livraisons impliquent plus de frais d'entretien.
12. Coût des licences ou des redevances par produit vendu : une entreprise peut avoir à payer des frais supplémentaires pour chaque produit qu'elle vend.
13. Coût d'utilisation de logiciels basés sur le volume d'affaires : plus une entreprise utilise un logiciel, plus elle paie.
14. Coût de stockage : une entreprise qui vend plus peut avoir besoin de louer plus d'espace de stockage.
15. Coût des services de télécommunication : plus une entreprise communique avec ses clients, plus ses frais de téléphone augmentent.",Variation des stocks,4750,Ce compte enregistre les variations de stocks entre le début et la fin d’une période comptable.
Frais variables,"Les frais variables sont des coûts qui changent selon le niveau de production ou de vente d'une entreprise.

1. Coût des matières premières pour fabriquer des vêtements, qui augmente avec le nombre de vêtements produits. 2. Salaires des ouvriers payés à la pièce, qui varient selon le nombre d'articles fabriqués. 3. Coût du transport, qui augmente avec le volume de marchandises expédiées. 4. Énergie utilisée dans une usine, qui dépend de la quantité de produits fabriqués. 5. Coût des emballages pour les produits, qui augmente avec le nombre de produits vendus. 6. Commissions des vendeurs, qui dépendent du nombre de ventes réalisées. 7. Coûts de publicité liés à des promotions spécifiques, qui varient avec le nombre d'articles vendus. 8. Frais de stockage, qui augmentent avec le volume des produits stockés. 9. Coût des services de nettoyage dans une entreprise, qui dépend de l'activité quotidienne. 10. Coût des pièces de rechange pour des équipements, qui augmente avec le nombre d'unités produites. 11. Coût d'entretien des machines, qui varie en fonction de l'utilisation. 12. Coût des services de livraison, qui dépend du nombre de livraisons effectuées. 13. Coût des licences pour des logiciels utilisés en fonction du volume d'utilisation. 14. Coût de la publicité en ligne, qui varie selon le nombre de clics ou d'impressions. 15. Coût des fournitures de bureau, qui augmente avec le volume de production ou de vente.",Commissions,4800,Ce compte enregistre les commissions versées aux vendeurs ou représentants.
Frais variables,"Les frais variables sont des coûts qui changent en fonction du niveau de production ou de vente d'une entreprise. Plus l'activité augmente, plus ces frais augmentent, et vice versa.

1. Coûts des matières premières utilisées pour fabriquer des produits. 2. Salaires des ouvriers payés à l'heure de production. 3. Factures d'électricité qui augmentent avec la production. 4. Coûts d'emballage qui dépendent du nombre d'articles vendus. 5. Frais de livraison qui varient selon le volume de commandes. 6. Commissions payées aux vendeurs basées sur leurs ventes. 7. Coûts de maintenance des machines qui augmentent avec l'utilisation. 8. Coûts de stockage qui augmentent si plus de produits sont fabriqués. 9. Matériel de bureau utilisé qui dépend du nombre d'employés actifs. 10. Coûts de publicité qui peuvent varier selon les promotions en cours. 11. Coûts de transport en fonction du nombre de produits expédiés. 12. Fournitures de nettoyage qui augmentent avec l'activité de l'entreprise. 13. Coûts d'assurance basés sur le volume d'activité. 14. Coûts liés à la gestion des déchets qui augmentent avec la production. 15. Frais de service client qui varient selon le nombre de clients assistés.",Transport (à contrat),4850,Ce compte enregistre les frais de transport engagés via des contrats externes.
Frais variables,"Les frais variables sont des coûts qui changent selon le niveau de production ou de ventes d'une entreprise.

1. Coût des matières premières utilisées pour fabriquer des produits. 2. Salaires des ouvriers payés à l'heure selon la production. 3. Frais de livraison qui augmentent avec le nombre de colis expédiés. 4. Coût de l'énergie consommée pour produire davantage. 5. Commissions versées aux vendeurs sur les ventes réalisées. 6. Frais de stockage pour des produits supplémentaires. 7. Coût des emballages qui dépend du nombre de produits vendus. 8. Coût des fournitures de bureau pour des projets spécifiques. 9. Frais de publicité liés à des campagnes spécifiques. 10. Coût des services d'entretien en fonction de l'utilisation des machines. 11. Frais de télécommunications qui augmentent avec le volume des appels. 12. Coût des pièces de rechange pour des produits fabriqués. 13. Frais de transport pour acheminer des matières premières. 14. Coût des licences ou des droits d'auteur selon le volume de ventes. 15. Frais de maintenance des équipements qui varient selon l'utilisation.",Redevances,4900,Ce compte enregistre les redevances payées pour l’utilisation de licences ou brevets.
Frais fixes,"Les frais fixes sont des coûts réguliers d'une entreprise qui restent constants, peu importe le volume de production ou de vente.

1. Loyer mensuel d'un bureau. 2. Salaires des employés permanents. 3. Assurance de l'entreprise. 4. Abonnements à des services en ligne. 5. Amortissement d'équipements. 6. Frais de maintenance des locaux. 7. Coûts des services publics (électricité, eau) pour un minimum d'utilisation. 8. Frais de publicité à contrat fixe. 9. Honoraires des consultants engagés sur une base régulière. 10. Coût d'un logiciel payé par abonnement fixe. 11. Taxes foncières. 12. Coût des licenses et permis d'exploitation. 13. Frais de nettoyage des locaux. 14. Coût des systèmes de sécurité. 15. Paiements pour des prêts à taux fixe.",Salaires de supervision,6000,Ce compte enregistre les salaires des superviseurs et contremaîtres en production.
Frais fixes,"Les frais fixes sont les coûts d'une entreprise qui restent constants, peu importe le niveau de production ou de ventes. Ils ne changent pas en fonction de l'activité de l'entreprise.

1. Loyer d'un bureau ou d'un magasin.
2. Salaires des employés permanents.
3. Assurances pour les locaux ou les équipements.
4. Factures d'électricité de base, même si l'activité varie.
5. Amortissement des machines et équipements.
6. Frais de maintenance réguliers d'un bâtiment.
7. Coûts d'abonnements à des logiciels utilisés par l'entreprise.
8. Frais de publicité à long terme, comme des bannières ou panneaux fixes.
9. Impôts locaux sur les propriétés de l'entreprise.
10. Coûts de services publics, comme l'eau, même à faible consommation.
11. Salaires des dirigeants ou du personnel administratif.
12. Coûts de location d'équipements non utilisés en période de faible activité.
13. Frais de téléphonie fixe pour l'entreprise.
14. Coûts de nettoyage réguliers des locaux.
15. Frais de sécurité pour les locaux de l'entreprise.",Salaires de soutien,6010,"Ce compte enregistre les salaires du personnel de soutien (concierges, inspecteurs, acheteurs, etc.)."
Frais fixes,"Les frais fixes sont des coûts d'une entreprise qui restent constants, peu importe le volume de production ou les ventes.

1. Loyer d'un local commercial. 2. Salaires des employés permanents. 3. Assurance de l'entreprise. 4. Abonnements à des services en ligne. 5. Amortissement des équipements. 6. Frais de maintenance d'un bâtiment. 7. Coûts de la publicité à long terme. 8. Frais de comptabilité et de conseil. 9. Charges d'électricité et d'eau fixes. 10. Coûts de licences et de permis. 11. Équipements de bureau (imprimantes, ordinateurs). 12. Frais de télécommunication. 13. Coûts liés à la sécurité (alarme, surveillance). 14. Frais de nettoyage réguliers. 15. Coûts des services juridiques réguliers. 16. Abonnements aux revues professionnelles. 17. Cotisations à des organisations professionnelles. 18. Dépenses liées à la formation continue des employés. 19. Coûts d'un système informatique fixe. 20. Frais de transport fixes (comme un abonnement de transport).",Entretien du terrain,6100,Ce compte enregistre les frais liés à l’entretien du terrain et des installations.
Frais fixes,"Les frais fixes sont les coûts d'une entreprise qui restent constants, peu importe le niveau de production ou de vente. Ils ne changent pas avec l'activité de l'entreprise.

1. Loyer d'un bureau ou d'un local commercial. 2. Salaires des employés permanents. 3. Assurances pour les locaux ou les équipements. 4. Abonnements à des services en ligne ou logiciels. 5. Amortissement d'équipements ou de machines. 6. Coûts de maintenance réguliers. 7. Frais de publicité contractuels. 8. Services publics comme l'eau ou l'électricité, dans une certaine mesure. 9. Frais de gestion administrative. 10. Impôts fonciers. 11. Coûts liés aux licences et permis d'exploitation. 12. Paiements de leasing pour des équipements. 13. Honoraires des consultants à long terme. 14. Frais de nettoyage régulier des locaux. 15. Coûts d'entretien des véhicules de l'entreprise.",Fournitures d’usine,6200,Ce compte enregistre les coûts des fournitures utilisées dans l’usine.
Frais fixes,"Les frais fixes sont des coûts que l'entreprise doit payer régulièrement, peu importe son niveau de production ou de vente.

1. Loyer d'un local commercial. 2. Salaires des employés permanents. 3. Assurance de l'entreprise. 4. Abonnements à des services professionnels. 5. Amortissement des équipements. 6. Frais de maintenance des locaux. 7. Coûts des services publics (eau, électricité, etc.) pour un minimum. 8. Paiement des impôts fonciers. 9. Frais de publicité engagés sur une base annuelle. 10. Coûts de logiciels de gestion. 11. Frais de gestion des ressources humaines. 12. Coûts liés à des contrats de service à long terme. 13. Dépenses pour la sécurité du bâtiment. 14. Honoraires d'experts comptables réguliers. 15. Abonnements à des revues professionnelles.",Réparations et entretien - bâtiment,6210,Ce compte enregistre les coûts liés à l’entretien et aux réparations des bâtiments.
Frais fixes,"Les frais fixes sont des coûts d'une entreprise qui restent constants, peu importe le volume de production ou de vente. Ces dépenses n'augmentent pas ou ne diminuent pas en fonction de l'activité commerciale.

1. Loyer d'un bureau ou d'un local commercial. 2. Salaires des employés permanents. 3. Assurances (local, responsabilité civile). 4. Abonnements à des logiciels. 5. Amortissement des équipements (machines, véhicules). 6. Frais de maintenance des installations. 7. Coût des services publics (eau, électricité) dans une certaine mesure. 8. Paiement des impôts fonciers. 9. Frais de publicité engagés sur une base annuelle. 10. Coûts des licences ou permis d'exploitation. 11. Frais de comptabilité ou de services juridiques réguliers. 12. Coûts de formation pour le personnel permanent. 13. Dépenses liées à la sécurité (gardiennage, alarmes). 14. Coût des services de nettoyage réguliers. 15. Abonnements à des revues professionnelles ou à des publications.",Réparations et entretien - machinerie et équipement,5220,Ce compte enregistre les coûts d’entretien et de réparation des équipements de production.
Frais fixes,"Les frais fixes sont des coûts d'une entreprise qui restent constants, peu importe le niveau de production ou d'activité. Ils ne changent pas avec la quantité de biens ou de services produits.

1. Loyer d'un bureau ou d'un local commercial. 2. Salaires des employés permanents. 3. Assurance de l'entreprise. 4. Abonnements à des services (comme Internet ou téléphone). 5. Amortissement des équipements. 6. Coûts de maintenance d'un bâtiment. 7. Frais de publicité fixe (comme une campagne annuelle). 8. Licences de logiciels utilisées toute l'année. 9. Frais de comptabilité mensuels. 10. Impôts fonciers. 11. Frais de sécurité pour locaux. 12. Coûts de services publics (comme l'eau et l'électricité) à tarif fixe. 13. Remboursements de prêts à taux fixe. 14. Coûts liés à la propriété intellectuelle. 15. Salaires des dirigeants et des administrateurs.",Dépenses - matériel roulant,6230,Ce compte enregistre les coûts d’entretien et d’utilisation des véhicules de l’entreprise.
Frais fixes,"Les frais fixes sont des dépenses d'une entreprise qui restent constantes, peu importe le volume de production ou de vente. Ils ne changent pas directement en fonction de l'activité de l'entreprise.

1. Loyer d'un bureau ou d'un local commercial.
2. Salaires des employés permanents.
3. Assurances pour les locaux ou les biens de l'entreprise.
4. Abonnements à des services comme Internet ou téléphone.
5. Amortissement des équipements, comme des machines ou des ordinateurs.
6. Coûts liés à la maintenance des installations.
7. Frais de comptabilité ou de conseils juridiques fixes.
8. Publicité dans des médias réguliers (ex. : journaux locaux).
9. Coûts de licences ou de permis d'exploitation.
10. Services de nettoyage pour les bureaux.
11. Dépenses pour la sécurité des locaux.
12. Frais de location d'équipements (ex. : photocopieurs).
13. Frais d'entretien des véhicules de l'entreprise.
14. Coûts de gestion de l'énergie, comme l'électricité de base.
15. Dépenses pour les services de ressources humaines fixes.",Location de machinerie,6250,Ce compte enregistre les frais de location de machines utilisées en production.
Frais fixes,"Les frais fixes sont des coûts d'une entreprise qui restent constants, peu importe le niveau de production ou de vente. Ils ne changent pas avec l'activité économique à court terme.

1. Loyer d'un local commercial. 2. Salaires des employés permanents. 3. Assurance de l'entreprise. 4. Amortissement des équipements. 5. Coûts d'entretien des locaux. 6. Frais de téléphone fixe. 7. Services de sécurité. 8. Abonnements à des logiciels. 9. Frais de comptabilité mensuels. 10. Coûts des licences et permis. 11. Salaires des dirigeants. 12. Publicité à long terme. 13. Coûts de formation des employés permanents. 14. Intérêts sur les prêts à long terme. 15. Dépenses pour la maintenance des infrastructures.",Énergie,6300,"Ce compte enregistre les coûts d’électricité, gaz, et autres sources d’énergie utilisées par l’entreprise."
Frais fixes,"Les frais fixes sont des coûts d'une entreprise qui demeurent constants, peu importe le niveau de production ou de vente. Ils ne changent pas avec l'activité de l'entreprise.

1. Le loyer d'un bureau ou d'un magasin. 2. Les salaires des employés permanents. 3. Les frais d'assurance pour les locaux. 4. Les charges de services publics de base, comme l'électricité ou l'eau. 5. Les abonnements à des logiciels ou des services en ligne. 6. Les frais de maintenance d'équipement. 7. Les impôts fonciers sur les propriétés de l'entreprise. 8. Les frais de publicité fixes, comme un contrat annuel. 9. Les dépenses liées à la location de machines. 10. Les coûts de personnel administratif. 11. Les frais de comptabilité et de conseil. 12. Les paiements de prêts ou d'intérêts fixes. 13. Les coûts liés à la sécurité des locaux. 14. Les frais d'entretien pour les véhicules de l'entreprise. 15. Les frais de télécommunication fixes, comme une ligne téléphonique.",Taxes foncières,6400,Ce compte enregistre les taxes foncières payées par l’entreprise.
Frais fixes,"Les frais fixes sont des coûts qui restent constants, peu importe le niveau d'activité d'une entreprise.

1. Loyer d'un bureau ou d'un magasin.
2. Salaires des employés permanents.
3. Assurance de l'entreprise.
4. Amortissement du matériel et des équipements.
5. Abonnements à des services professionnels (comme un logiciel). 
6. Frais de publicité à long terme.
7. Coûts de maintenance des installations.
8. Paiement d'un prêt à taux fixe.
9. Frais de comptabilité et de gestion financière. 
10. Coût des licences de logiciels.
11. Charges de sécurité et de surveillance. 
12. Impôts fonciers sur les propriétés.
13. Frais d'entretien des véhicules de l'entreprise. 
14. Coûts de formation des employés permanents. 
15. Frais liés à la location d'équipements spécialisés.",Loyer - bâtiment,6500,Ce compte enregistre les frais de location des bâtiments utilisés par l’entreprise.
Frais fixes,"Les frais fixes sont des coûts qui restent constants pour une entreprise, indépendamment de la quantité de biens ou de services produits. Cela signifie qu'ils ne changent pas même si l'activité de l'entreprise augmente ou diminue.

1. Loyer d'un bureau ou d'un local commercial. 2. Salaires des employés permanents. 3. Assurances pour l'entreprise. 4. Abonnements aux services de télécommunication. 5. Coûts de maintenance des équipements. 6. Amortissement des machines. 7. Coûts liés à la publicité à long terme. 8. Frais de comptabilité ou de services juridiques. 9. Impôts fonciers. 10. Frais de services publics (eau, électricité) à un niveau minimum. 11. Coûts d'adhésion à des associations professionnelles. 12. Frais de location de matériel à long terme. 13. Coûts de sécurité pour les locaux. 14. Dépenses pour la formation des employés permanents. 15. Frais de gestion administrative.",Assurances,6600,"Ce compte enregistre les primes d’assurance pour les bâtiments, équipements et responsabilité civile."
Frais fixes,"Les frais fixes sont des coûts que l'entreprise doit payer régulièrement, indépendamment de son niveau de production ou de ses ventes.

1. Loyer d'un bureau ou d'un magasin. 2. Salaires des employés permanents. 3. Assurance commerciale. 4. Abonnements à des services en ligne. 5. Prêts bancaires à rembourser. 6. Frais d'entretien des machines. 7. Charges pour les services publics (eau, électricité, etc.). 8. Amortissement des équipements. 9. Coûts de marketing fixes (publicité mensuelle). 10. Frais de gestion et d'administration. 11. Coûts des licences et permis d'exploitation. 12. Frais de location d'équipement. 13. Salaires des directeurs et responsables. 14. Coûts de l'internet et de la téléphonie. 15. Frais de comptabilité et de conseil.",Amortissements - bâtiment,6700,Ce compte enregistre l’amortissement des bâtiments de l’entreprise.
Frais fixes,"Les frais fixes sont des coûts que l'entreprise doit payer régulièrement, indépendamment de son niveau de production ou de vente.

1. Le loyer d'un bureau ou d'un local commercial. 2. Les salaires des employés permanents. 3. Les frais d'assurance pour l'entreprise. 4. Les paiements d'un prêt à long terme. 5. Les abonnements à des services (comme Internet ou logiciels). 6. Les impôts fonciers sur un bâtiment. 7. Les coûts de maintenance d'équipements fixes. 8. Les frais de comptabilité ou de gestion administrative. 9. Les dépenses liées à l'électricité pour des locaux inoccupés. 10. Les frais d'amortissement des biens matériels. 11. Les coûts de sécurité pour un bâtiment. 12. Les frais d'enregistrement des marques ou brevets. 13. Les services de nettoyage des bureaux. 14. Les cotisations à des organisations professionnelles. 15. Les dépenses pour le marketing de base, comme la création de brochures.",Amortissements - machinerie et équipement,6710,Ce compte enregistre l’amortissement des machines et équipements de production.
Frais fixes,"Les frais fixes sont des coûts que l'entreprise doit payer régulièrement, peu importe qu'elle produise ou vende beaucoup ou peu. Ils ne changent pas en fonction de l'activité de l'entreprise.

1. Loyer d'un bureau ou d'un magasin. 2. Salaires des employés permanents. 3. Assurance de l'entreprise. 4. Abonnements à des logiciels. 5. Taxes foncières. 6. Amortissement des équipements. 7. Coûts de maintenance des machines. 8. Frais de publicité à long terme. 9. Services publics (eau, électricité) fixes. 10. Frais d'entretiens réguliers. 11. Honoraires d'un comptable ou d'un consultant. 12. Coût des licences d'exploitation. 13. Frais de téléphonie fixe. 14. Coûts liés à un contrat de nettoyage. 15. Dépenses pour la sécurité du bâtiment.",Amortissements - matériel roulant,6720,Ce compte enregistre l’amortissement des véhicules de l’entreprise.
Charges financières,"Les charges financières sont les coûts liés à l'emprunt d'argent ou aux financements d'une entreprise, incluant les intérêts et les frais associés.

1. Les intérêts payés sur un prêt bancaire. 2. Les frais de dossier pour un crédit. 3. Les intérêts sur des émissions d'obligations. 4. Les frais d'assurance sur un emprunt. 5. Les intérêts sur un découvert bancaire. 6. Les frais de gestion liés à un crédit. 7. Les intérêts sur un prêt à long terme. 8. Les coûts de refinancement d'une dette. 9. Les pénalités pour paiement tardif sur un prêt. 10. Les frais de change sur des prêts en devises. 11. Les intérêts sur des lignes de crédit. 12. Les frais de transaction liés à un emprunt. 13. Les coûts d'acquisition de nouvelles dettes. 14. Les intérêts sur des prêts à court terme. 15. Les frais de consultation pour des conseils financiers.",Intérêts sur emprunts,7000,Ce compte enregistre les intérêts payés sur les emprunts contractés par l'entreprise.
Charges financières,"Les charges financières désignent les coûts associés à l'emprunt d'argent ou à des obligations financières d'une entreprise.

1. Intérêts payés sur un prêt bancaire utilisé pour financer des opérations. 2. Coûts liés à l'émission d'obligations pour lever des fonds. 3. Frais de gestion d'un crédit-bail pour des équipements. 4. Intérêts sur un découvert bancaire utilisé pour couvrir des dépenses à court terme. 5. Pénalités financières pour retard de paiement sur une dette. 6. Coûts de conversion de devises lors de transactions internationales. 7. Frais d'intermédiation pour des services financiers fournis par une banque. 8. Intérêts accumulés sur des cartes de crédit utilisées pour des achats d'entreprise. 9. Coûts d'assurance liés à des prêts pour protéger l'entreprise. 10. Frais de traitement associés à la gestion de dettes. 11. Intérêts sur des prêts à taux variable qui fluctuent avec le marché. 12. Coûts d'un consultant financier pour la restructuration de la dette. 13. Charges sur des prêts à long terme pour financer des projets d'investissement. 14. Frais de notaire pour les prêts hypothécaires. 15. Coûts liés à des garanties demandées par les créanciers.",Pertes de change,7010,Ce compte enregistre les pertes dues aux fluctuations des taux de change.
Charges financières,"Les charges financières désignent les coûts liés à l'emprunt d'argent ou à d'autres formes de financement dans une entreprise.

1. Intérêts sur un prêt bancaire utilisé pour financer l'achat d'équipement. 2. Frais d'émission d'obligations pour lever des fonds. 3. Intérêts sur une ligne de crédit utilisée pour des opérations courantes. 4. Coûts associés à la gestion d'un crédit-bail. 5. Pénalités d'intérêt pour retard de paiement sur un prêt. 6. Frais de gestion liés à un emprunt à long terme. 7. Intérêts sur des prêts interentreprises. 8. Coûts d'assurance sur un prêt immobilier. 9. Frais de notaire pour un emprunt hypothécaire. 10. Intérêts sur des cartes de crédit utilisées par l'entreprise. 11. Coûts de refinancement d'un ancien prêt. 12. Intérêts sur des dettes à court terme. 13. Frais bancaires pour la gestion de comptes de prêt. 14. Intérêts sur des avances de trésorerie. 15. Coûts liés à des instruments financiers dérivés utilisés pour couvrir les risques.",Commissions bancaires,7020,Ce compte enregistre les commissions perçues par les banques pour les services rendus à l'entreprise.
